schema_version,data_version,model,field_name,field_label,value,source_type,status,source_urls,source_scope,last_checked,valid_from,valid_to
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),host_support,Host support,Requires Thunderbolt 4. Anker lists M1 Pro/Max support and excludes base M1/M2 MacBooks and ASUS laptops with AMD CPUs.,official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),display_capability,Display capability,Windows supports 2 × 4K @ 60Hz and additional higher-count combinations subject to host limits; macOS topology depends on the Mac chip.,official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),display_interfaces,Display interfaces,"1 × HDMI 2.1, 2 × DisplayPort and a downstream Thunderbolt display path.",official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),switching_method,Switching method,Not a KVM; single-host dock with no host-switch control listed.,official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),keyboard_mouse_channel,Keyboard / mouse channel,Standard USB path; no dedicated KVM keyboard/mouse channel listed.,official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),peripheral_usb_capability,Peripheral USB capability,2 × USB-A 3.2 Gen 1 5Gbps; 2 × USB-A 2.0 480Mbps; 2 × USB-C 3.2 Gen 2 10Gbps.,official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),clamshell_support,Clamshell support,未核到,official_specification,not_verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),power_delivery,Power Delivery,"USB PD 3.0 up to 100W; when both 30W USB-C charging ports are used, Anker states laptop output can fall to 65W.",official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),known_non_working_combinations,Known non-working combinations,Not compatible with base M1/M2 MacBooks or ASUS laptops using AMD CPUs.,official_specification,verified,"[""https://service.anker.com/article-description/Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4?urlName=Introduction-to-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4"",""https://service.anker.com/article-description/What-display-resolution-and-refresh-rate-can-Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-support""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),official_support_evidence,Official Support Evidence,"Anker's exact-model FAQ says the host must support Thunderbolt 4, the dock is not compatible with base M1/M2 MacBooks, and laptop charging can fall from the advertised 100W maximum to 65W when both 30W USB-C charging ports are used. Source",official_support,verified,"[""https://service.anker.com/article-description/Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-FAQ?urlName=Anker-778-Thunderbolt-Docking-Station-12-in-1-Thunderbolt-4-FAQ""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),public_user_report,Public User Report,未核到,public_user_report,pending,[],none,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,Anker 778 Thunderbolt Docking Station (A83A9),setupmeld_tested,SetupMeld Tested,未核到,setupmeld_tested,pending,[],none,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,host_support,Host support,"Thunderbolt 4/3, USB4 and full-function USB-C hosts; Windows 10+ and macOS 11.4+ are listed, with reduced display capability on some hosts.",official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,display_capability,Display capability,Windows and supported Intel/Pro/Max Macs: up to 2 × 4K @ 60Hz. Base M1/M2/M3 Macs: 1 × 4K @ 60Hz. Full-function USB-C: one display.,official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,display_interfaces,Display interfaces,DisplayPort 1.4 plus 2 × downstream Thunderbolt 4 display-capable ports.,official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,switching_method,Switching method,Not a KVM; single-host dock with no host-switch control listed.,official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,keyboard_mouse_channel,Keyboard / mouse channel,Standard USB path; no dedicated KVM keyboard/mouse channel listed.,official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,peripheral_usb_capability,Peripheral USB capability,"1 × USB-C 10Gbps; 2 × USB-A 10Gbps; 2 × USB-A 5Gbps, plus Thunderbolt 4 data ports.",official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,clamshell_support,Clamshell support,未核到,official_specification,not_verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,power_delivery,Power Delivery,Up to 90W laptop charging from the included 180W power supply.,official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,known_non_working_combinations,Known non-working combinations,Full-function USB-C hosts support only one display; UGREEN also lists the 2018 Intel Mac mini as incompatible.,official_specification,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a"",""https://www.ugreen.com/pages/revodok-series""]",model_source_set,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,official_support_evidence,Official Support Evidence,"UGREEN's exact-model compatibility notes say full-function USB-C hosts support only one external display, base M1/M2/M3 Macs support a single 4K@60Hz display, Intel Mac mini 2018 is not compatible, and the dock must be connected to power to function. Source",official_support,verified,"[""https://www.ugreen.com/en-ca/products/ca-25054a""]",record_source,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,public_user_report,Public User Report,未核到,public_user_report,pending,[],none,2026-09-13,2026-09-14,
1.0.0,2026-09-14.1,UGREEN Revodok Max 213,setupmeld_tested,SetupMeld Tested,未核到,setupmeld_tested,pending,[],none,2026-09-13,2026-09-14,
